№,КАТО,Новая протяженность КТ при последовательном подключении,Технология,Область,Район,Сельский округ,Нас пункт,Координаты СНП,Население,ГОД,Домохозяйства,Акимат,Школа,"Больница (ФАП, СВА, ВА)",Полиция (ОП),Аварийная служба (МЧС),Отдел обороны (Военкомат),Погран служба,Отдел ветеринарии,Библиотека,Сельский клуб/ДК,Общественная точка доступа,Цон,Количество подключенных объектов факт,Статус в разрезе населенного пкунтка,Доп. статус ,Что подключено,Кол-во точек,ВСЕГО ГУ/БО,Начало СМР,Завершение СМР,Ориентировочная протяженность ВОЛС (км),Откопка/Закопка траншей(км),Прокладка микротрубки(км)
2780,613953300,1,ВОЛС (Wi-Fi public),Туркестанская область,Келесский,Жамбылский,с.Байгабыл,"41.397852, 68.394784",103,2026,16,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2778,613941300,3,ВОЛС,Туркестанская область,Келесский,Бозайский,с.Тентексай,"41.642286, 68.340068",625,2026,104,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2779,613953200,11,ВОЛС,Туркестанская область,Келесский,Жамбылский,с.Ащыкол,"41.420694, 68.153751",1121,2026,311,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2784,613959100,"2,5",ВОЛС (Wi-Fi public),Туркестанская область,Келесский,Жузимдикский,с Бирлесу,"41.235991, 68.853518",127,2026,35,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2781,613953400,14,ВОЛС,Туркестанская область,Келесский,Жамбылский,с.Калгансыр,"41.363881, 68.127722",960,2026,267,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2782,613953500,4,ВОЛС,Туркестанская область,Келесский,Жамбылский,с.Майдабозай,"41.522601, 68.305365",429,2026,119,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2783,613959200,17,ВОЛС,Туркестанская область,Келесский,Жузимдикский,с Аксу,"41.178239, 68.907858",719,2026,200,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2785,613959400,4,ВОЛС (Wi-Fi public),Туркестанская область,Келесский,Жузимдикский,с Онтустик,"41.211613, 68.825075",263,2026,73,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2794,613971900,2,ВОЛС (Wi-Fi public),Туркестанская область,Келесский,Кошкарата,с.Шынар,"41.325226, 68.922375",1243,2026,345,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2786,613971100,4,ВОЛС,Туркестанская область,Келесский,Кошкарата,с.Алгабас,"41.236443, 68.815163",1069,2026,297,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2787,613971300,"3,5",ВОЛС,Туркестанская область,Келесский,Кошкарата,с.Аманжар,"41.243670, 68.828905",866,2026,241,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2788,613971500,5,ВОЛС,Туркестанская область,Келесский,Кошкарата,с.Бесауыл,"41.260077, 68.880871",569,2026,158,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2789,613971480,"5,5",ВОЛС,Туркестанская область,Келесский,Кошкарата,с.Жана коныс,"41.278767, 68.864664",1312,2026,364,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2790,613971580,7,ВОЛС,Туркестанская область,Келесский,Кошкарата,с.Карабура,"41.269765, 68.857729",778,2026,219,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2791,613971600,3,ВОЛС,Туркестанская область,Келесский,Кошкарата,с.Кошкарата,"41.308425, 68.930570",3991,2026,1109,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2792,613971700,"4,5",ВОЛС,Туркестанская область,Келесский,Кошкарата,с.Макташы,"41.256432, 68.840630",1297,2026,360,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2793,613971800,5,ВОЛС,Туркестанская область,Келесский,Кошкарата,с.Ушкын,"41.288317, 68.916941",690,2026,192,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2795,613977400,"2,5",ВОЛС (Wi-Fi public),Туркестанская область,Келесский,Ошакты,Жетитобе (с.Курбанов),"41.374755, 68.852979",1018,2026,283,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2797,613977680,"2,5",ВОЛС (Wi-Fi public),Туркестанская область,Келесский,Ошакты,с.Бакшысай,"41.312641, 68.707238",345,2026,96,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2796,613977200,5,ВОЛС,Туркестанская область,Келесский,Ошакты,с.Ата коныс,"41.305103, 68.679917",1178,2026,327,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2802,613977900,8,ВОЛС (Wi-Fi public),Туркестанская область,Келесский,Ошакты,с.Ынталы,"41.361813, 68.771312",56,2026,16,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2798,613977300,5,ВОЛС,Туркестанская область,Келесский,Ошакты,с.Енбек,"41.390768, 68.861049",467,2026,130,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2799,613977580,10,ВОЛС,Туркестанская область,Келесский,Ошакты,с.Каратал,"41.327558, 68.731013",550,2026,153,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2800,613977100,3,ВОЛС,Туркестанская область,Келесский,Ошакты,с.Ошакты,"41.368955, 68.843454",3528,2026,980,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2801,613977800,3,ВОЛС,Туркестанская область,Келесский,Ошакты,с.Санырау,"41.382162, 68.826535",795,2026,221,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2805,614483600,"3,5",ВОЛС (Wi-Fi public),Туркестанская область,Мактааральский,А.Калыбеков (Улгилинский),Туран (с.Прогресс),"40.741215, 68.429222",445,2026,124,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2803,613977880,4,ВОЛС,Туркестанская область,Келесский,Ошакты,Сарыжылға,"41.405343, 68.779371",1229,2026,341,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2804,613983300,"4,5",ВОЛС,Туркестанская область,Келесский,Ушкын,Коралас,"41.260979, 68.967619",1244,2026,346,,,,,,,,,,,,,0,В работе,,,0,0,15.04.2026,31.08.2026,,,
2807,614435200,1,ВОЛС (Wi-Fi public),Туркестанская область,Мактааральский,Достыкский,с.Водное (Көксу),"40.738791504830196, 68.32064478518772",329,2026,91,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2806,614438300,3,ВОЛС,Туркестанская область,Мактааральский,Бирликский,с.Еркинабад,"40.73857233663249, 68.53424008159709",888,2027,247,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2808,614445200,4,ВОЛС (Wi-Fi public),Туркестанская область,Мактааральский,Енбекшинский,с.Жана турмыс,"40.603850, 68.554545",344,2026,96,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2810,614455200,3,ВОЛС (Wi-Fi public),Туркестанская область,Мактааральский,Жана жол,Достық,"40.654035, 68.487201",95,2026,26,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2809,614445100,8,ВОЛС,Туркестанская область,Мактааральский,Енбекшинский,с.Жантаксай,"40.632518, 68.542139",740,2027,206,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2814,614463200,4,ВОЛС (Wi-Fi public),Туркестанская область,Мактааральский,Иржарский,с.Азат,"40.685721498433416, 68.5692908111172",420,2026,117,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2811,614455100,12,ВОЛС,Туркестанская область,Мактааральский,Жана жол,с.Арайлы,"40.674346, 68.475556",987,2027,274,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2812,614455900,11,ВОЛС,Туркестанская область,Мактааральский,Жана жол,с.Нурлы жол,"40.607916, 68.423056",941,2027,261,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2813,614463400,7,ВОЛС,Туркестанская область,Мактааральский,Иржарский,с.Азамат,"40.65395090152928, 68.58040853868633",1120,2027,311,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2815,614463900,5,ВОЛС (Wi-Fi public),Туркестанская область,Мактааральский,Иржарский,с.Рахимов,"40.67845392161633, 68.6105863002299",298,2026,274,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2816,614463100,1,ВОЛС (Wi-Fi public),Туркестанская область,Мактааральский,Иржарский,с.Шапагат,"40.73485581540483, 68.54074970180415",263,2026,73,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2820,614477900,3,ВОЛС (Wi-Fi public),Туркестанская область,Мактааральский,Мактааралский,с.Бакыт,"40.95670133676238, 68.50442128852562",116,2026,32,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2817,614477880,3,ВОЛС,Туркестанская область,Мактааральский,Мактааралский,с.Азаттык,"40.82878883089555, 68.48337536233286",830,2027,231,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2818,614477200,"2,5",ВОЛС,Туркестанская область,Мактааральский,Мактааралский,с.Ак алтын,"40.89545441108341, 68.4903828699583",898,2027,249,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2819,614477280,3,ВОЛС,Туркестанская область,Мактааральский,Мактааралский,с.Амангелды (Альфараби),"40.93402300613415, 68.4897300868962",375,2027,104,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2824,614477600,"7,5",ВОЛС (Wi-Fi public),Туркестанская область,Мактааральский,Мактааралский,с.Тулпар,"40.88884008630694, 68.44656103750519",244,2026,68,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2821,614477300,"3,5",ВОЛС,Туркестанская область,Мактааральский,Мактааралский,с.Ел коныс,"40.780198416367064, 68.48055822532429",849,2027,236,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2822,614477480,3,ВОЛС,Туркестанская область,Мактааральский,Мактааралский,с.Енбекши,"40.95807900017951, 68.45857939181066",96,2027,27,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2823,614477500,4,ВОЛС,Туркестанская область,Мактааральский,Мактааралский,с.Жулдуз,"40.94682276792305, 68.51123885995726",440,2027,122,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2840,614643400,3,ВОЛС (Wi-Fi public),Туркестанская область,Ордабасынский,Караспанский,с.Жулдыз,"42.434437, 68.978486",379,2026,105,,,,,,,,,,,,,0,В работе,,,0,0,15.06.2026,30.09.2026,,,
2825,614473500,8,ВОЛС,Туркестанская область,Мактааральский,Нурлыбаев,Мырзатөбе (с.Макталы),"40.686111, 68.396944",1043,2027,290,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2826,614473700,4,ВОЛС,Туркестанская область,Мактааральский,Нурлыбаев,Өркен (с.Кызыл ту),"40.657222, 68.377778",511,2027,61,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2827,614473300,4,ВОЛС,Туркестанская область,Мактааральский,Нурлыбаев,с.Каракыр,"40.664444, 68.393889",930,2027,258,,,,,,,,,,,,,0,В работе,,,0,0,15.05.2026,31.08.2026,,,
2828,614633580,"5,5",ВОЛС,Туркестанская область,Ордабасынский,Бадамский,с.Карабастау,"42.358755, 69.294552",314,2026,87,,,,,,,,,,,,,0,В работе,,,0,0,15.06.2026,30.09.2026,,,
2829,614637100,4,ВОЛС,Туркестанская область,Ордабасынский,Боржарский,с.Бирлик,"42.481167, 69.147115",2503,2026,695,,,,,,,,,,,,,0,В работе,,,0,0,15.06.2026,30.09.2026,,,
2830,614637500,3,ВОЛС,Туркестанская область,Ордабасынский,Боржарский,с.Теспе,"42.453800, 69.195436",823,2026,229,,,,,,,,,,,,,0,В работе,,,0,0,15.06.2026,30.09.2026,,,
2831,614637800,"4,5",ВОЛС,Туркестанская область,Ордабасынский,Боржарский,с.Ынтымак,"42.420317, 69.262337",966,2026,268,,,,,,,,,,,,,0,В работе,,,0,0,15.06.2026,30.09.2026,,,
2832,614635200,"2,5",ВОЛС,Туркестанская область,Ордабасынский,Бугунский,с.Кемер,"42.810765, 68.940104",485,2026,135,,,,,,,,,,,,,0,В работе,,,0,0,15.06.2026,30.09.2026,,,
2833,614639200,9,ВОЛС,Туркестанская область,Ордабасынский,Женисский,с.Дихан,"42.848244, 68.857667",334,2026,93,,,,,,,,,,,,,0,В работе,,,0,0,15.06.2026,30.09.2026,,,
2834,614630300,"8,5",ВОЛС,Туркестанская область,Ордабасынский,Кажымуханский,с.Боралдай,"42.675799, 69.478834",524,2026,146,,,,,,,,,,,,,0,В работе,,,0,0,15.06.2026,30.09.2026,,,
2835,614630700,7,ВОЛС,Туркестанская область,Ордабасынский,Кажымуханский,с.Кызыл сенгир,"42.709507, 69.538218",447,2026,124,,,,,,,,,,,,,0,В работе,,,0,0,15.06.2026,30.09.2026,,,
2836,614643300,3,ВОЛС,Туркестанская область,Ордабасынский,Караспанский,с.Акжол,"42.463741, 68.990502",758,2026,211,,,,,,,,,,,,,0,В работе,,,0,0,15.06.2026,30.09.2026,,,
2837,614643680,3,ВОЛС,Туркестанская область,Ордабасынский,Караспанский,с.Акпан,"42.418350, 68.947948",491,2026,45,,,,,,,,,,,,,0,В работе,,,0,0,15.06.2026,30.09.2026,,,
2838,614643280,"3,5",ВОЛС,Туркестанская область,Ордабасынский,Караспанский,с.Бейсен,"42.489926, 69.021899",365,2026,101,,,,,,,,,,,,,0,В работе,,,0,0,15.06.2026,30.09.2026,,,
2839,614643700,4,ВОЛС,Туркестанская область,Ордабасынский,Караспанский,с.Жанатурмыс,"42.449089, 68.994429",390,2026,108,,,,,,,,,,,,,0,В работе,,,0,0,15.06.2026,30.09.2026,,,
2844,614643480,2,ВОЛС (Wi-Fi public),Туркестанская область,Ордабасынский,Караспанский,с.Ынтымак,"42.422724, 68.952628",297,2026,83,,,,,,,,,,,,,0,В работе,,,0,0,15.06.2026,30.09.2026,,,
2841,614643780,4,ВОЛС,Туркестанская область,Ордабасынский,Караспанский,с.Мадениет,"42.428511, 68.964187",438,2026,122,,,,,,,,,,,,,0,В работе,,,0,0,15.06.2026,30.09.2026,,,
2842,614643800,3,ВОЛС,Туркестанская область,Ордабасынский,Караспанский,с.Макташы,"42.476616, 68.998395",982,2026,273,,,,,,,,,,,,,0,В работе,,,0,0,15.06.2026,30.09.2026,,,
